fecha,local,visitante,goles_local,goles_visitante,tiros_local,tiros_visitante,tiros_puerta_local,tiros_puerta_visitante,amarillas_local,amarillas_visitante,temporada
22/09/2024,Vallecano,Ath Madrid,1,1,15,10,3,5,0,0,2024-2025
23/09/2024,Betis,Mallorca,1,2,14,6,6,6,3,2,2024-2025
24/09/2024,Sevilla,Valladolid,2,1,22,8,5,2,5,4,2024-2025
24/09/2024,Valencia,Osasuna,0,0,10,9,2,2,2,3,2024-2025
24/09/2024,Real Madrid,Alaves,3,2,10,12,4,3,4,0,2024-2025
25/09/2024,Girona,Vallecano,0,0,11,2,0,0,3,4,2024-2025
25/09/2024,Barcelona,Getafe,1,0,16,7,4,1,1,1,2024-2025
26/09/2024,Espanol,Villarreal,1,2,11,15,2,4,5,3,2024-2025
26/09/2024,Las Palmas,Betis,1,1,8,14,2,5,4,2,2024-2025
26/09/2024,Celta,Ath Madrid,0,1,9,7,4,2,2,2,2024-2025
27/09/2024,Valladolid,Mallorca,1,2,11,14,1,6,3,2,2024-2025
28/09/2024,Getafe,Alaves,2,0,14,9,8,1,3,6,2024-2025
28/09/2024,Vallecano,Leganes,1,1,15,13,6,3,2,1,2024-2025
28/09/2024,Sociedad,Valencia,3,0,11,9,6,4,0,0,2024-2025
28/09/2024,Osasuna,Barcelona,4,2,11,12,6,5,2,2,2024-2025
29/09/2024,Celta,Girona,1,1,12,9,2,4,1,0,2024-2025
29/09/2024,Ath Bilbao,Sevilla,1,1,13,13,3,4,0,3,2024-2025
29/09/2024,Betis,Espanol,1,0,20,8,12,1,2,4,2024-2025
29/09/2024,Ath Madrid,Real Madrid,1,1,12,12,4,4,3,1,2024-2025
30/09/2024,Villarreal,Las Palmas,3,1,17,7,7,3,0,3,2024-2025
04/10/2024,Leganes,Valencia,0,0,8,6,0,1,2,2,2024-2025
05/10/2024,Espanol,Mallorca,2,1,8,11,3,4,1,5,2024-2025
05/10/2024,Getafe,Osasuna,1,1,11,6,3,2,2,4,2024-2025
05/10/2024,Las Palmas,Celta,0,1,24,8,5,1,3,8,2024-2025
05/10/2024,Valladolid,Vallecano,1,2,13,17,5,3,4,2,2024-2025
05/10/2024,Real Madrid,Villarreal,2,0,11,10,2,1,0,1,2024-2025
06/10/2024,Girona,Ath Bilbao,2,1,14,13,6,4,4,3,2024-2025
06/10/2024,Alaves,Barcelona,0,3,11,14,2,8,2,2,2024-2025
06/10/2024,Sevilla,Betis,1,0,14,11,5,3,6,3,2024-2025
06/10/2024,Sociedad,Ath Madrid,1,1,16,4,8,1,0,2,2024-2025
18/10/2024,Alaves,Valladolid,2,3,10,12,4,4,6,2,2024-2025
19/10/2024,Ath Bilbao,Espanol,4,1,10,5,6,2,2,3,2024-2025
19/10/2024,Osasuna,Betis,1,2,19,11,6,7,2,1,2024-2025
19/10/2024,Girona,Sociedad,0,1,8,14,3,4,2,1,2024-2025
19/10/2024,Celta,Real Madrid,1,2,13,10,5,3,2,1,2024-2025
20/10/2024,Mallorca,Vallecano,1,0,19,10,5,2,1,1,2024-2025
20/10/2024,Ath Madrid,Leganes,3,1,24,5,9,2,5,1,2024-2025
20/10/2024,Villarreal,Getafe,1,1,10,21,4,4,4,3,2024-2025
20/10/2024,Barcelona,Sevilla,5,1,21,7,9,1,1,2,2024-2025
21/10/2024,Valencia,Las Palmas,2,3,14,11,7,6,4,9,2024-2025
25/10/2024,Espanol,Sevilla,0,2,16,6,1,3,2,0,2024-2025
26/10/2024,Valladolid,Villarreal,1,2,7,21,3,9,4,3,2024-2025
26/10/2024,Vallecano,Alaves,1,0,16,15,4,7,2,4,2024-2025
26/10/2024,Las Palmas,Girona,1,0,12,8,3,3,4,5,2024-2025
26/10/2024,Real Madrid,Barcelona,0,4,9,15,4,7,2,5,2024-2025
27/10/2024,Leganes,Celta,3,0,7,18,4,5,2,2,2024-2025
27/10/2024,Getafe,Valencia,1,1,15,2,4,1,3,7,2024-2025
27/10/2024,Betis,Ath Madrid,1,0,24,10,3,3,3,2,2024-2025
27/10/2024,Sociedad,Osasuna,0,2,19,10,9,4,3,4,2024-2025
28/10/2024,Mallorca,Ath Bilbao,0,0,4,20,1,1,5,1,2024-2025
01/11/2024,Alaves,Mallorca,1,0,13,7,3,2,3,2,2024-2025
02/11/2024,Osasuna,Valladolid,1,0,20,7,4,4,1,5,2024-2025
02/11/2024,Girona,Leganes,4,3,15,8,6,5,2,4,2024-2025
03/11/2024,Ath Madrid,Las Palmas,2,0,15,1,3,1,1,1,2024-2025
03/11/2024,Barcelona,Espanol,3,1,14,10,9,3,0,3,2024-2025
03/11/2024,Sevilla,Sociedad,0,2,8,9,0,3,2,1,2024-2025
03/11/2024,Ath Bilbao,Betis,1,1,17,7,8,4,0,0,2024-2025
04/11/2024,Celta,Getafe,1,0,10,10,3,2,1,4,2024-2025
08/11/2024,Vallecano,Las Palmas,1,3,35,11,7,3,1,3,2024-2025
09/11/2024,Real Madrid,Osasuna,4,0,18,2,8,0,0,2,2024-2025
09/11/2024,Villarreal,Alaves,3,0,13,9,3,3,1,3,2024-2025
09/11/2024,Leganes,Sevilla,1,0,8,13,4,2,2,1,2024-2025
10/11/2024,Betis,Celta,2,2,19,3,6,2,3,0,2024-2025
10/11/2024,Mallorca,Ath Madrid,0,1,12,9,6,2,1,3,2024-2025
10/11/2024,Getafe,Girona,0,1,8,3,0,2,3,3,2024-2025
10/11/2024,Valladolid,Ath Bilbao,1,1,6,17,3,1,4,4,2024-2025
10/11/2024,Sociedad,Barcelona,1,0,14,11,6,0,3,1,2024-2025
22/11/2024,Getafe,Valladolid,2,0,12,6,5,3,3,2,2024-2025
23/11/2024,Valencia,Betis,4,2,11,7,5,3,4,2,2024-2025
23/11/2024,Ath Madrid,Alaves,2,1,11,4,8,1,3,3,2024-2025
23/11/2024,Girona,Espanol,4,1,12,9,5,1,0,3,2024-2025
23/11/2024,Las Palmas,Mallorca,2,3,14,10,3,3,4,2,2024-2025
23/11/2024,Celta,Barcelona,2,2,15,9,8,4,5,5,2024-2025
24/11/2024,Osasuna,Villarreal,2,2,4,17,3,7,6,5,2024-2025
24/11/2024,Sevilla,Vallecano,1,0,11,9,3,1,2,5,2024-2025
24/11/2024,Leganes,Real Madrid,0,3,4,16,0,9,2,0,2024-2025
24/11/2024,Ath Bilbao,Sociedad,1,0,12,6,4,1,3,4,2024-2025
29/11/2024,Mallorca,Valencia,2,1,9,7,3,1,0,0,2024-2025
30/11/2024,Barcelona,Las Palmas,1,2,27,5,8,3,0,0,2024-2025
30/11/2024,Alaves,Leganes,1,1,18,6,7,3,1,4,2024-2025
30/11/2024,Espanol,Celta,3,1,9,16,5,2,2,2,2024-2025
30/11/2024,Valladolid,Ath Madrid,0,5,9,13,1,9,1,2,2024-2025
01/12/2024,Villarreal,Girona,2,2,13,13,4,6,2,6,2024-2025
01/12/2024,Real Madrid,Getafe,2,0,13,8,4,3,2,6,2024-2025
01/12/2024,Vallecano,Ath Bilbao,1,2,7,12,4,7,3,0,2024-2025
01/12/2024,Sociedad,Betis,2,0,2,7,1,2,3,2,2024-2025
02/12/2024,Sevilla,Osasuna,1,1,12,7,5,3,1,1,2024-2025
03/12/2024,Mallorca,Barcelona,1,5,6,20,1,9,4,3,2024-2025
04/12/2024,Ath Bilbao,Real Madrid,2,1,9,10,3,5,3,3,2024-2025
06/12/2024,Celta,Mallorca,2,0,12,9,5,4,1,0,2024-2025
07/12/2024,Las Palmas,Valladolid,2,1,11,9,5,2,4,3,2024-2025
07/12/2024,Betis,Barcelona,2,2,12,9,6,3,1,2,2024-2025
07/12/2024,Valencia,Vallecano,0,1,14,6,6,1,2,2,2024-2025
07/12/2024,Girona,Real Madrid,0,3,10,10,4,7,3,2,2024-2025
08/12/2024,Leganes,Sociedad,0,3,11,15,2,5,2,2,2024-2025
08/12/2024,Ath Bilbao,Villarreal,2,0,12,11,4,1,2,1,2024-2025
08/12/2024,Osasuna,Alaves,2,2,16,6,8,3,4,3,2024-2025
08/12/2024,Ath Madrid,Sevilla,4,3,14,4,9,3,4,3,2024-2025
09/12/2024,Getafe,Espanol,1,0,15,9,6,1,3,6,2024-2025
13/12/2024,Valladolid,Valencia,1,0,2,14,1,2,4,3,2024-2025
14/12/2024,Espanol,Osasuna,0,0,9,6,3,0,3,1,2024-2025
14/12/2024,Mallorca,Girona,2,1,8,13,2,1,5,2,2024-2025
14/12/2024,Sevilla,Celta,1,0,8,10,3,2,7,3,2024-2025
14/12/2024,Vallecano,Real Madrid,3,3,14,13,5,6,4,2,2024-2025
15/12/2024,Ath Madrid,Getafe,1,0,11,7,3,1,3,1,2024-2025
15/12/2024,Alaves,Ath Bilbao,1,1,6,9,3,2,2,2,2024-2025
15/12/2024,Sociedad,Las Palmas,0,0,15,9,4,3,2,3,2024-2025
15/12/2024,Villarreal,Betis,1,2,17,10,4,4,5,2,2024-2025
15/12/2024,Barcelona,Leganes,0,1,20,6,4,4,0,2,2024-2025
18/12/2024,Espanol,Valencia,1,1,10,14,3,4,1,0,2024-2025
18/12/2024,Villarreal,Vallecano,1,1,14,18,5,3,4,3,2024-2025
20/12/2024,Girona,Valladolid,3,0,23,1,7,1,3,1,2024-2025
21/12/2024,Getafe,Mallorca,0,1,18,9,5,2,4,3,2024-2025
21/12/2024,Celta,Sociedad,2,0,11,7,7,1,3,5,2024-2025
21/12/2024,Osasuna,Ath Bilbao,1,2,6,13,3,8,0,1,2024-2025
21/12/2024,Barcelona,Ath Madrid,1,2,19,5,7,4,0,3,2024-2025
22/12/2024,Valencia,Alaves,2,2,8,11,3,3,2,1,2024-2025
22/12/2024,Real Madrid,Sevilla,4,2,16,10,8,5,1,2,2024-2025
22/12/2024,Las Palmas,Espanol,1,0,10,9,4,2,4,2,2024-2025
22/12/2024,Leganes,Villarreal,2,5,5,18,3,9,1,2,2024-2025
22/12/2024,Betis,Vallecano,1,1,14,10,5,4,0,4,2024-2025
03/01/2025,Valencia,Real Madrid,1,2,8,17,5,5,2,3,2024-2025
10/01/2025,Vallecano,Celta,2,1,8,23,5,7,2,3,2024-2025
11/01/2025,Alaves,Girona,0,1,11,3,2,1,1,4,2024-2025
11/01/2025,Valladolid,Betis,1,0,12,14,1,3,2,4,2024-2025
11/01/2025,Espanol,Leganes,1,1,15,14,5,6,2,2,2024-2025
11/01/2025,Sevilla,Valencia,1,1,15,5,5,1,1,2,2024-2025
12/01/2025,Las Palmas,Getafe,1,2,15,12,7,3,2,3,2024-2025
12/01/2025,Ath Madrid,Osasuna,1,0,9,6,5,1,2,0,2024-2025
13/01/2025,Sociedad,Villarreal,1,0,6,15,3,5,4,2,2024-2025
17/01/2025,Espanol,Valladolid,2,1,12,11,4,4,2,2,2024-2025
18/01/2025,Girona,Sevilla,1,2,7,14,4,6,0,4,2024-2025
18/01/2025,Leganes,Ath Madrid,1,0,9,19,3,4,1,3,2024-2025
18/01/2025,Betis,Alaves,1,3,7,9,2,5,4,5,2024-2025
18/01/2025,Getafe,Barcelona,1,1,10,21,4,5,3,2,2024-2025
19/01/2025,Celta,Ath Bilbao,1,2,3,14,1,6,0,0,2024-2025
19/01/2025,Real Madrid,Las Palmas,4,1,26,6,13,2,0,1,2024-2025
19/01/2025,Osasuna,Vallecano,1,1,12,8,3,3,3,2,2024-2025
19/01/2025,Valencia,Sociedad,1,0,7,9,2,3,3,4,2024-2025
20/01/2025,Villarreal,Mallorca,4,0,14,9,7,2,1,3,2024-2025
24/01/2025,Las Palmas,Osasuna,1,1,16,16,7,4,7,8,2024-2025
25/01/2025,Mallorca,Betis,0,1,16,8,3,3,2,2,2024-2025
25/01/2025,Ath Madrid,Villarreal,1,1,20,11,8,1,4,2,2024-2025
25/01/2025,Sevilla,Espanol,1,1,25,6,4,1,1,4,2024-2025
25/01/2025,Valladolid,Real Madrid,0,3,6,20,2,4,3,3,2024-2025
26/01/2025,Vallecano,Girona,2,1,17,12,7,5,3,1,2024-2025
26/01/2025,Sociedad,Getafe,0,3,13,13,4,4,3,6,2024-2025
26/01/2025,Ath Bilbao,Leganes,0,0,29,5,3,2,1,1,2024-2025
26/01/2025,Barcelona,Valencia,7,1,22,7,11,2,0,1,2024-2025
27/01/2025,Alaves,Celta,1,1,3,5,1,2,2,3,2024-2025
31/01/2025,Leganes,Vallecano,0,1,5,19,1,3,2,4,2024-2025
01/02/2025,Getafe,Sevilla,0,0,7,13,1,1,4,6,2024-2025
01/02/2025,Villarreal,Valladolid,5,1,22,8,8,2,1,2,2024-2025
01/02/2025,Ath Madrid,Mallorca,2,0,17,10,5,1,2,3,2024-2025
01/02/2025,Espanol,Real Madrid,1,0,5,21,2,7,2,0,2024-2025
02/02/2025,Barcelona,Alaves,1,0,11,3,4,0,5,2,2024-2025
02/02/2025,Valencia,Celta,2,1,8,3,5,2,1,2,2024-2025
02/02/2025,Osasuna,Sociedad,2,1,11,13,4,3,3,3,2024-2025
02/02/2025,Betis,Ath Bilbao,2,2,10,12,6,4,3,1,2024-2025
03/02/2025,Girona,Las Palmas,2,1,12,10,4,2,2,2,2024-2025
07/02/2025,Vallecano,Valladolid,1,0,20,8,6,3,2,2,2024-2025
08/02/2025,Celta,Betis,3,2,14,12,6,5,3,5,2024-2025
08/02/2025,Ath Bilbao,Girona,3,0,23,3,8,1,0,4,2024-2025
08/02/2025,Las Palmas,Villarreal,1,2,20,9,4,4,6,3,2024-2025
08/02/2025,Real Madrid,Ath Madrid,1,1,23,10,9,1,1,3,2024-2025
09/02/2025,Alaves,Getafe,0,1,12,4,4,3,2,6,2024-2025
09/02/2025,Valencia,Leganes,2,0,18,12,4,4,1,1,2024-2025
09/02/2025,Sociedad,Espanol,2,1,13,4,3,1,1,2,2024-2025
09/02/2025,Sevilla,Barcelona,1,4,8,10,4,6,5,2,2024-2025
10/02/2025,Mallorca,Osasuna,1,1,10,19,2,4,1,4,2024-2025
14/02/2025,Girona,Getafe,1,2,14,10,4,6,2,3,2024-2025
15/02/2025,Leganes,Alaves,3,3,8,16,3,7,4,5,2024-2025
15/02/2025,Osasuna,Real Madrid,1,1,11,17,4,6,3,1,2024-2025
15/02/2025,Ath Madrid,Celta,1,1,9,11,3,4,3,5,2024-2025
15/02/2025,Villarreal,Valencia,1,1,13,12,4,3,0,5,2024-2025
16/02/2025,Espanol,Ath Bilbao,1,1,12,14,4,4,1,1,2024-2025
16/02/2025,Valladolid,Sevilla,0,4,7,11,2,6,4,2,2024-2025
16/02/2025,Mallorca,Las Palmas,3,1,14,9,5,4,1,4,2024-2025
16/02/2025,Betis,Sociedad,3,0,24,5,8,1,0,2,2024-2025
17/02/2025,Barcelona,Vallecano,1,0,14,9,5,4,2,3,2024-2025
21/02/2025,Celta,Osasuna,1,0,12,18,5,1,1,0,2024-2025
22/02/2025,Alaves,Espanol,0,1,15,9,5,2,2,2,2024-2025
22/02/2025,Vallecano,Villarreal,0,1,10,10,5,5,1,4,2024-2025
22/02/2025,Valencia,Ath Madrid,0,3,18,11,2,3,1,3,2024-2025
22/02/2025,Las Palmas,Barcelona,0,2,10,15,2,5,1,1,2024-2025
23/02/2025,Ath Bilbao,Valladolid,7,1,29,5,16,3,2,3,2024-2025
23/02/2025,Real Madrid,Girona,2,0,22,6,5,2,0,2,2024-2025
23/02/2025,Getafe,Betis,1,2,10,13,4,6,3,0,2024-2025
23/02/2025,Sociedad,Leganes,3,0,12,8,5,2,3,3,2024-2025
24/02/2025,Sevilla,Mallorca,1,1,19,13,4,2,1,3,2024-2025
28/02/2025,Valladolid,Las Palmas,1,1,23,4,7,3,2,1,2024-2025
01/03/2025,Girona,Celta,2,2,9,10,6,6,0,0,2024-2025
01/03/2025,Vallecano,Sevilla,1,1,20,10,8,5,1,0,2024-2025
01/03/2025,Betis,Real Madrid,2,1,18,9,3,2,3,4,2024-2025
01/03/2025,Ath Madrid,Ath Bilbao,1,0,12,15,4,3,2,3,2024-2025
02/03/2025,Leganes,Getafe,1,0,5,9,1,0,1,1,2024-2025
02/03/2025,Barcelona,Sociedad,4,0,33,0,10,0,0,0,2024-2025
02/03/2025,Mallorca,Alaves,1,1,15,19,4,7,0,2,2024-2025
02/03/2025,Osasuna,Valencia,3,3,12,12,5,5,2,1,2024-2025
08/03/2025,Celta,Leganes,2,1,7,12,4,6,3,2,2024-2025
08/03/2025,Alaves,Villarreal,1,0,5,24,3,2,3,1,2024-2025
08/03/2025,Valencia,Valladolid,2,1,17,11,4,4,1,3,2024-2025
09/03/2025,Getafe,Ath Madrid,2,1,11,4,3,2,6,2,2024-2025
09/03/2025,Real Madrid,Vallecano,2,1,10,20,5,6,3,1,2024-2025
09/03/2025,Ath Bilbao,Mallorca,1,1,8,9,2,2,1,3,2024-2025
09/03/2025,Betis,Las Palmas,1,0,14,8,6,1,2,8,2024-2025
09/03/2025,Sociedad,Sevilla,0,1,7,9,2,4,2,1,2024-2025
10/03/2025,Espanol,Girona,1,1,7,18,4,4,3,3,2024-2025
14/03/2025,Las Palmas,Alaves,2,2,14,9,7,3,5,5,2024-2025
15/03/2025,Valladolid,Celta,0,1,5,10,2,1,3,3,2024-2025
15/03/2025,Mallorca,Espanol,2,1,20,2,7,0,0,2,2024-2025
15/03/2025,Villarreal,Real Madrid,1,2,23,9,10,5,2,1,2024-2025
15/03/2025,Girona,Valencia,1,1,14,12,4,2,2,1,2024-2025
16/03/2025,Leganes,Betis,2,3,10,21,4,6,2,1,2024-2025
16/03/2025,Sevilla,Ath Bilbao,0,1,11,9,4,4,4,2,2024-2025
16/03/2025,Osasuna,Getafe,1,2,12,7,4,4,2,3,2024-2025
16/03/2025,Vallecano,Sociedad,2,2,10,8,5,4,3,2,2024-2025
16/03/2025,Ath Madrid,Barcelona,2,4,7,13,2,6,1,3,2024-2025
27/03/2025,Barcelona,Osasuna,3,0,19,4,5,0,1,3,2024-2025
29/03/2025,Sociedad,Valladolid,2,1,12,12,2,5,2,3,2024-2025
29/03/2025,Espanol,Ath Madrid,1,1,8,13,1,2,2,1,2024-2025
29/03/2025,Alaves,Vallecano,0,2,12,11,4,5,3,5,2024-2025
29/03/2025,Real Madrid,Leganes,3,2,24,10,10,4,1,4,2024-2025
30/03/2025,Getafe,Villarreal,1,2,11,9,4,3,1,4,2024-2025
30/03/2025,Barcelona,Girona,4,1,21,4,9,2,0,1,2024-2025
30/03/2025,Ath Bilbao,Osasuna,0,0,11,5,5,2,1,1,2024-2025
30/03/2025,Valencia,Mallorca,1,0,8,8,2,2,5,5,2024-2025
30/03/2025,Betis,Sevilla,2,1,11,6,3,2,4,4,2024-2025
31/03/2025,Celta,Las Palmas,1,1,19,4,7,2,3,0,2024-2025
04/04/2025,Vallecano,Espanol,0,4,16,15,5,7,2,2,2024-2025
05/04/2025,Girona,Alaves,0,1,11,14,6,3,1,4,2024-2025
05/04/2025,Real Madrid,Valencia,1,2,21,10,9,2,0,4,2024-2025
05/04/2025,Mallorca,Celta,1,2,7,10,2,4,3,0,2024-2025
05/04/2025,Barcelona,Betis,1,1,13,6,5,2,2,1,2024-2025
06/04/2025,Las Palmas,Sociedad,1,3,13,13,5,8,0,2,2024-2025
06/04/2025,Sevilla,Ath Madrid,1,2,11,13,6,5,1,4,2024-2025
06/04/2025,Valladolid,Getafe,0,4,5,16,0,9,3,1,2024-2025
06/04/2025,Villarreal,Ath Bilbao,0,0,12,11,4,2,0,1,2024-2025
07/04/2025,Leganes,Osasuna,1,1,13,14,7,6,3,3,2024-2025
11/04/2025,Valencia,Sevilla,1,0,8,12,6,5,3,2,2024-2025
12/04/2025,Sociedad,Mallorca,0,2,15,7,4,3,3,1,2024-2025
12/04/2025,Getafe,Las Palmas,1,3,11,10,6,5,0,2,2024-2025
12/04/2025,Celta,Espanol,0,2,16,5,6,3,2,2,2024-2025
12/04/2025,Leganes,Barcelona,0,1,6,12,1,3,2,1,2024-2025
13/04/2025,Osasuna,Girona,2,1,13,18,6,8,2,0,2024-2025
13/04/2025,Alaves,Real Madrid,0,1,13,11,6,4,4,4,2024-2025
13/04/2025,Betis,Villarreal,1,2,24,8,5,2,0,4,2024-2025
13/04/2025,Ath Bilbao,Vallecano,3,1,13,11,4,3,4,3,2024-2025
14/04/2025,Ath Madrid,Valladolid,4,2,24,6,9,3,1,1,2024-2025
18/04/2025,Espanol,Getafe,1,0,9,9,3,4,0,2,2024-2025
19/04/2025,Vallecano,Valencia,1,1,11,10,4,3,3,1,2024-2025
19/04/2025,Barcelona,Celta,4,3,18,11,6,8,2,2,2024-2025
19/04/2025,Mallorca,Leganes,0,0,11,15,1,1,2,1,2024-2025
19/04/2025,Las Palmas,Ath Madrid,1,0,8,7,2,2,3,1,2024-2025
20/04/2025,Valladolid,Osasuna,2,3,12,11,5,6,2,0,2024-2025
20/04/2025,Villarreal,Sociedad,2,2,20,4,5,4,5,1,2024-2025
20/04/2025,Sevilla,Alaves,1,1,10,11,2,3,2,2,2024-2025
20/04/2025,Real Madrid,Ath Bilbao,1,0,22,3,7,1,1,2,2024-2025
21/04/2025,Girona,Betis,1,3,11,17,5,9,3,2,2024-2025
22/04/2025,Valencia,Espanol,1,1,16,8,7,3,2,1,2024-2025
22/04/2025,Barcelona,Mallorca,1,0,40,4,13,0,0,1,2024-2025
23/04/2025,Ath Bilbao,Las Palmas,1,0,13,10,4,2,1,3,2024-2025
23/04/2025,Celta,Villarreal,3,0,21,4,9,1,2,1,2024-2025
23/04/2025,Alaves,Sociedad,1,0,10,6,1,0,4,5,2024-2025
23/04/2025,Getafe,Real Madrid,0,1,20,14,6,7,3,1,2024-2025
24/04/2025,Leganes,Girona,1,1,7,8,1,3,4,2,2024-2025
24/04/2025,Osasuna,Sevilla,1,0,9,12,2,3,4,2,2024-2025
24/04/2025,Ath Madrid,Vallecano,3,0,10,12,5,5,0,2,2024-2025
24/04/2025,Betis,Valladolid,5,1,16,10,6,5,1,0,2024-2025
27/04/2025,Villarreal,Espanol,1,0,14,12,5,1,4,0,2024-2025
02/05/2025,Vallecano,Getafe,1,0,13,12,8,1,3,2,2024-2025
03/05/2025,Alaves,Ath Madrid,0,0,8,9,2,2,3,2,2024-2025
03/05/2025,Villarreal,Osasuna,4,2,15,11,5,4,4,1,2024-2025
03/05/2025,Las Palmas,Valencia,2,3,15,10,3,5,1,1,2024-2025
03/05/2025,Valladolid,Barcelona,1,2,5,24,4,7,3,2,2024-2025
04/05/2025,Real Madrid,Celta,3,2,17,14,6,7,2,1,2024-2025
04/05/2025,Sevilla,Leganes,2,2,25,9,7,3,4,5,2024-2025
04/05/2025,Espanol,Betis,1,2,11,20,5,10,2,0,2024-2025
04/05/2025,Sociedad,Ath Bilbao,0,0,12,3,3,1,1,2,2024-2025
05/05/2025,Girona,Mallorca,1,0,13,9,6,1,0,2,2024-2025
09/05/2025,Las Palmas,Vallecano,0,1,11,16,2,5,2,3,2024-2025
10/05/2025,Valencia,Getafe,3,0,10,10,6,3,3,5,2024-2025
10/05/2025,Celta,Sevilla,3,2,8,19,4,10,0,2,2024-2025
10/05/2025,Girona,Villarreal,0,1,7,14,0,5,2,3,2024-2025
10/05/2025,Mallorca,Valladolid,2,1,12,16,4,7,2,1,2024-2025
10/05/2025,Ath Madrid,Sociedad,4,0,13,6,7,1,0,1,2024-2025
11/05/2025,Leganes,Espanol,3,2,13,12,5,6,2,2,2024-2025
11/05/2025,Barcelona,Real Madrid,4,3,23,9,9,5,4,3,2024-2025
11/05/2025,Ath Bilbao,Alaves,1,0,11,4,3,1,1,1,2024-2025
11/05/2025,Betis,Osasuna,1,1,10,16,5,5,3,2,2024-2025
13/05/2025,Valladolid,Girona,0,1,11,13,4,5,0,0,2024-2025
13/05/2025,Sociedad,Celta,0,1,15,6,5,2,3,1,2024-2025
13/05/2025,Sevilla,Las Palmas,1,0,10,14,3,3,6,6,2024-2025
14/05/2025,Alaves,Valencia,1,0,11,10,5,3,4,3,2024-2025
14/05/2025,Villarreal,Leganes,3,0,17,23,7,6,1,1,2024-2025
14/05/2025,Real Madrid,Mallorca,2,1,39,4,13,2,0,3,2024-2025
15/05/2025,Vallecano,Betis,2,2,20,10,6,3,1,3,2024-2025
15/05/2025,Osasuna,Ath Madrid,2,0,9,9,3,5,1,1,2024-2025
15/05/2025,Espanol,Barcelona,0,2,9,12,1,4,2,2,2024-2025
15/05/2025,Getafe,Ath Bilbao,0,2,11,9,1,2,1,0,2024-2025
18/05/2025,Ath Madrid,Betis,4,1,20,12,11,7,1,1,2024-2025
18/05/2025,Barcelona,Villarreal,2,3,24,7,9,3,2,0,2024-2025
18/05/2025,Celta,Vallecano,1,2,24,7,7,2,2,3,2024-2025
18/05/2025,Las Palmas,Leganes,0,1,12,11,3,4,2,2,2024-2025
18/05/2025,Mallorca,Getafe,1,2,7,10,1,4,2,2,2024-2025
18/05/2025,Osasuna,Espanol,2,0,16,16,3,6,1,1,2024-2025
18/05/2025,Sevilla,Real Madrid,0,2,6,16,1,6,0,1,2024-2025
18/05/2025,Sociedad,Girona,3,2,15,9,9,5,1,3,2024-2025
18/05/2025,Valencia,Ath Bilbao,0,1,6,10,2,4,3,1,2024-2025
18/05/2025,Valladolid,Alaves,0,1,7,14,1,4,0,2,2024-2025
23/05/2025,Betis,Valencia,1,1,14,9,4,2,1,2,2024-2025
24/05/2025,Real Madrid,Sociedad,2,0,16,9,8,1,0,0,2024-2025
24/05/2025,Espanol,Las Palmas,2,0,8,10,3,4,3,2,2024-2025
24/05/2025,Leganes,Valladolid,3,0,16,6,6,2,0,1,2024-2025
24/05/2025,Alaves,Osasuna,1,1,14,19,5,5,2,2,2024-2025
24/05/2025,Getafe,Celta,1,2,6,15,1,8,3,4,2024-2025
24/05/2025,Vallecano,Mallorca,0,0,27,9,8,2,2,2,2024-2025
25/05/2025,Girona,Ath Madrid,0,4,2,19,1,11,0,1,2024-2025
25/05/2025,Villarreal,Sevilla,4,2,12,17,7,6,0,1,2024-2025
25/05/2025,Ath Bilbao,Barcelona,0,3,10,13,1,4,1,0,2024-2025
15/08/2025,Girona,Vallecano,1,3,7,16,2,5,0,1,2025-2026
15/08/2025,Villarreal,Oviedo,2,0,25,5,10,4,1,2,2025-2026
16/08/2025,Mallorca,Barcelona,0,3,4,24,1,8,4,1,2025-2026
16/08/2025,Alaves,Levante,2,1,15,7,4,3,0,1,2025-2026
16/08/2025,Valencia,Sociedad,1,1,18,13,2,3,1,2,2025-2026
17/08/2025,Celta,Getafe,0,2,11,10,3,3,3,2,2025-2026
17/08/2025,Ath Bilbao,Sevilla,3,2,14,12,3,6,0,2,2025-2026
17/08/2025,Espanol,Ath Madrid,2,1,10,15,5,4,3,3,2025-2026
18/08/2025,Elche,Betis,1,1,6,12,2,4,0,1,2025-2026
19/08/2025,Real Madrid,Osasuna,1,0,18,2,5,0,1,0,2025-2026
22/08/2025,Betis,Alaves,1,0,16,11,5,5,2,3,2025-2026
23/08/2025,Mallorca,Celta,1,1,12,8,4,2,3,3,2025-2026
23/08/2025,Ath Madrid,Elche,1,1,13,6,6,2,0,3,2025-2026
23/08/2025,Levante,Barcelona,2,3,8,26,5,10,3,1,2025-2026
24/08/2025,Osasuna,Valencia,1,0,16,4,4,1,2,1,2025-2026
24/08/2025,Sociedad,Espanol,2,2,15,14,7,3,2,2,2025-2026
24/08/2025,Villarreal,Girona,5,0,19,5,7,2,1,2,2025-2026
24/08/2025,Oviedo,Real Madrid,0,3,6,26,3,10,2,1,2025-2026
25/08/2025,Ath Bilbao,Vallecano,1,0,11,6,4,1,0,4,2025-2026
25/08/2025,Sevilla,Getafe,1,2,12,9,3,6,2,2,2025-2026
27/08/2025,Celta,Betis,1,1,14,7,5,2,1,2,2025-2026
29/08/2025,Elche,Levante,2,0,16,11,5,1,1,2,2025-2026
29/08/2025,Valencia,Getafe,3,0,7,11,4,1,2,0,2025-2026
